id_venta,id_producto,nombre_producto,cantidad,precio_unitario,importe,importe_calculado,categoria,fecha,id_cliente,medio_pago,ciudad,fecha_alta
80,30,Maní Salado 200g,3,4875,14625,14625,Limpieza,2024-03-25,54,efectivo,Alta Gracia,2023-02-23
80,41,Aceite de Girasol 1L,5,860,4300,4300,Alimentos,2024-03-25,54,efectivo,Alta Gracia,2023-02-23
81,10,Yerba Mate Intensa 1kg,2,4883,9766,9766,Limpieza,2024-03-09,49,transferencia,Rio Cuarto,2023-02-18
82,38,Mermelada de Frutilla 400g,1,1584,1584,1584,Limpieza,2024-01-25,19,tarjeta,Mendiolaza,2023-01-19
82,28,Papas Fritas Clásicas 100g,2,936,1872,1872,Limpieza,2024-01-25,19,tarjeta,Mendiolaza,2023-01-19
82,29,Papas Fritas Onduladas 100g,5,1868,9340,9340,Alimentos,2024-01-25,19,tarjeta,Mendiolaza,2023-01-19
82,82,Aceitunas Negras 200g,2,2394,4788,4788,Limpieza,2024-01-25,19,tarjeta,Mendiolaza,2023-01-19
83,5,Agua Mineral 500ml,2,4777,9554,9554,Alimentos,2024-05-28,91,efectivo,Mendiolaza,2023-04-01
83,26,Alfajor Triple,2,1001,2002,2002,Limpieza,2024-05-28,91,efectivo,Mendiolaza,2023-04-01
83,73,Gin 700ml,5,1561,7805,7805,Alimentos,2024-05-28,91,efectivo,Mendiolaza,2023-04-01
83,51,Sal Fina 500g,2,1745,3490,3490,Alimentos,2024-05-28,91,efectivo,Mendiolaza,2023-04-01
84,83,Queso Untable 190g,5,1830,9150,9150,Alimentos,2024-01-02,72,efectivo,Cordoba,2023-03-13
84,76,Pizza Congelada Muzzarella,4,4286,17144,17144,Limpieza,2024-01-02,72,efectivo,Cordoba,2023-03-13
85,32,Chocolate Amargo 100g,4,2234,8936,8936,Limpieza,2024-01-23,42,transferencia,Alta Gracia,2023-02-11
85,80,Helado de Frutilla 1L,2,1981,3962,3962,Limpieza,2024-01-23,42,transferencia,Alta Gracia,2023-02-11
86,66,Cerveza Negra 1L,2,1533,3066,3066,Limpieza,2024-01-10,40,efectivo,Rio Cuarto,2023-02-09
86,1,Coca Cola 1.5L,4,2347,9388,9388,Alimentos,2024-01-10,40,efectivo,Rio Cuarto,2023-02-09
86,13,Té Verde 20 saquitos,5,2383,11915,11915,Alimentos,2024-01-10,40,efectivo,Rio Cuarto,2023-02-09
86,41,Aceite de Girasol 1L,3,860,2580,2580,Alimentos,2024-01-10,40,efectivo,Rio Cuarto,2023-02-09
87,53,Lavandina 1L,2,1664,3328,3328,Alimentos,2024-04-20,100,qr,Cordoba,2023-04-10
87,86,Jugo en Polvo Limón,2,4090,8180,8180,Limpieza,2024-04-20,100,qr,Cordoba,2023-04-10
88,7,Jugo de Manzana 1L,5,3269,16345,16345,Alimentos,2024-06-21,37,efectivo,Mendiolaza,2023-02-06
88,53,Lavandina 1L,5,1664,8320,8320,Alimentos,2024-06-21,37,efectivo,Mendiolaza,2023-02-06
88,8,Energética Nitro 500ml,4,4218,16872,16872,Limpieza,2024-06-21,37,efectivo,Mendiolaza,2023-02-06
89,72,Ron 700ml,2,3876,7752,7752,Limpieza,2024-01-18,17,tarjeta,Villa Maria,2023-01-17
90,79,Hamburguesas Congeladas x4,4,2420,9680,9680,Alimentos,2024-01-08,46,qr,Alta Gracia,2023-02-15
90,6,Jugo de Naranja 1L,2,4170,8340,8340,Limpieza,2024-01-08,46,qr,Alta Gracia,2023-02-15
91,57,Servilletas x100,3,4520,13560,13560,Alimentos,2024-02-19,39,efectivo,Alta Gracia,2023-02-08
92,10,Yerba Mate Intensa 1kg,2,4883,9766,9766,Limpieza,2024-02-09,42,transferencia,Alta Gracia,2023-02-11
92,43,Salsa de Tomate 500g,4,887,3548,3548,Alimentos,2024-02-09,42,transferencia,Alta Gracia,2023-02-11
93,80,Helado de Frutilla 1L,4,1981,7924,7924,Limpieza,2024-01-29,90,efectivo,Rio Cuarto,2023-03-31
93,66,Cerveza Negra 1L,3,1533,4599,4599,Limpieza,2024-01-29,90,efectivo,Rio Cuarto,2023-03-31
93,91,Desodorante Aerosol,3,4690,14070,14070,Alimentos,2024-01-29,90,efectivo,Rio Cuarto,2023-03-31
94,24,Galletitas Chocolate,1,1305,1305,1305,Limpieza,2024-03-06,41,qr,Alta Gracia,2023-02-10
94,86,Jugo en Polvo Limón,5,4090,20450,20450,Limpieza,2024-03-06,41,qr,Alta Gracia,2023-02-10
94,98,Desengrasante 500ml,2,2843,5686,5686,Limpieza,2024-03-06,41,qr,Alta Gracia,2023-02-10
95,72,Ron 700ml,5,3876,19380,19380,Limpieza,2024-02-25,26,qr,Alta Gracia,2023-01-26
95,12,Té Negro 20 saquitos,1,570,570,570,Limpieza,2024-02-25,26,qr,Alta Gracia,2023-01-26
96,81,Aceitunas Verdes 200g,3,2520,7560,7560,Alimentos,2024-02-23,83,tarjeta,Rio Cuarto,2023-03-24
96,68,Vino Blanco 750ml,1,2684,2684,2684,Limpieza,2024-02-23,83,tarjeta,Rio Cuarto,2023-03-24
96,11,Café Molido 250g,2,2053,4106,4106,Alimentos,2024-02-23,83,tarjeta,Rio Cuarto,2023-03-24
96,50,Azúcar 1kg,3,727,2181,2181,Limpieza,2024-02-23,83,tarjeta,Rio Cuarto,2023-03-24
97,59,Chicle Menta,5,3612,18060,18060,Alimentos,2024-06-16,39,efectivo,Alta Gracia,2023-02-08
97,36,Dulce de Leche 400g,1,2559,2559,2559,Limpieza,2024-06-16,39,efectivo,Alta Gracia,2023-02-08
97,4,Fanta Naranja 1.5L,3,2033,6099,6099,Limpieza,2024-06-16,39,efectivo,Alta Gracia,2023-02-08
98,28,Papas Fritas Clásicas 100g,4,936,3744,3744,Limpieza,2024-01-12,43,transferencia,Mendiolaza,2023-02-12
98,61,Miel Pura 250g,1,4982,4982,4982,Alimentos,2024-01-12,43,transferencia,Mendiolaza,2023-02-12
98,29,Papas Fritas Onduladas 100g,1,1868,1868,1868,Alimentos,2024-01-12,43,transferencia,Mendiolaza,2023-02-12
98,83,Queso Untable 190g,3,1830,5490,5490,Alimentos,2024-01-12,43,transferencia,Mendiolaza,2023-02-12
99,40,Helado Chocolate 1L,5,1215,6075,6075,Limpieza,2024-03-13,51,transferencia,Rio Cuarto,2023-02-20
100,13,Té Verde 20 saquitos,3,2383,7149,7149,Alimentos,2024-06-08,69,qr,Rio Cuarto,2023-03-10
100,18,Queso Rallado 150g,4,3444,13776,13776,Limpieza,2024-06-08,69,qr,Rio Cuarto,2023-03-10
100,58,Caramelos Masticables,2,4752,9504,9504,Limpieza,2024-06-08,69,qr,Rio Cuarto,2023-03-10
100,57,Servilletas x100,1,4520,4520,4520,Alimentos,2024-06-08,69,qr,Rio Cuarto,2023-03-10
100,9,Yerba Mate Suave 1kg,4,3878,15512,15512,Alimentos,2024-06-08,69,qr,Rio Cuarto,2023-03-10
101,34,Turrón 50g,4,503,2012,2012,Limpieza,2024-03-28,72,efectivo,Cordoba,2023-03-13
102,78,Verduras Congeladas Mix,3,4289,12867,12867,Limpieza,2024-03-29,18,efectivo,Carlos Paz,2023-01-18
102,36,Dulce de Leche 400g,3,2559,7677,7677,Limpieza,2024-03-29,18,efectivo,Carlos Paz,2023-01-18
103,79,Hamburguesas Congeladas x4,5,2420,12100,12100,Alimentos,2024-03-11,39,efectivo,Alta Gracia,2023-02-08
103,43,Salsa de Tomate 500g,5,887,4435,4435,Alimentos,2024-03-11,39,efectivo,Alta Gracia,2023-02-08
103,34,Turrón 50g,1,503,503,503,Limpieza,2024-03-11,39,efectivo,Alta Gracia,2023-02-08
103,70,Fernet 750ml,1,4061,4061,4061,Limpieza,2024-03-11,39,efectivo,Alta Gracia,2023-02-08
104,95,Mascarilla Capilar,2,1581,3162,3162,Alimentos,2024-06-17,86,qr,Cordoba,2023-03-27
104,68,Vino Blanco 750ml,3,2684,8052,8052,Limpieza,2024-06-17,86,qr,Cordoba,2023-03-27
104,68,Vino Blanco 750ml,5,2684,13420,13420,Limpieza,2024-06-17,86,qr,Cordoba,2023-03-27
105,13,Té Verde 20 saquitos,2,2383,4766,4766,Alimentos,2024-02-06,1,transferencia,Carlos Paz,2023-01-01
105,4,Fanta Naranja 1.5L,4,2033,8132,8132,Limpieza,2024-02-06,1,transferencia,Carlos Paz,2023-01-01
105,58,Caramelos Masticables,2,4752,9504,9504,Limpieza,2024-02-06,1,transferencia,Carlos Paz,2023-01-01
105,82,Aceitunas Negras 200g,4,2394,9576,9576,Limpieza,2024-02-06,1,transferencia,Carlos Paz,2023-01-01
105,43,Salsa de Tomate 500g,5,887,4435,4435,Alimentos,2024-02-06,1,transferencia,Carlos Paz,2023-01-01
106,88,Caldo Concentrado Carne,3,2570,7710,7710,Limpieza,2024-03-24,82,transferencia,Alta Gracia,2023-03-23
107,7,Jugo de Manzana 1L,4,3269,13076,13076,Alimentos,2024-05-21,14,efectivo,Carlos Paz,2023-01-14
107,11,Café Molido 250g,2,2053,4106,4106,Alimentos,2024-05-21,14,efectivo,Carlos Paz,2023-01-14
107,12,Té Negro 20 saquitos,4,570,2280,2280,Limpieza,2024-05-21,14,efectivo,Carlos Paz,2023-01-14
107,5,Agua Mineral 500ml,4,4777,19108,19108,Alimentos,2024-05-21,14,efectivo,Carlos Paz,2023-01-14
108,90,Toallas Húmedas x50,4,2902,11608,11608,Limpieza,2024-03-25,9,tarjeta,Carlos Paz,2023-01-09
109,18,Queso Rallado 150g,1,3444,3444,3444,Limpieza,2024-06-04,64,transferencia,Villa Maria,2023-03-05
109,74,Whisky 750ml,1,2953,2953,2953,Limpieza,2024-06-04,64,transferencia,Villa Maria,2023-03-05
109,20,Pan Lactal Blanco,2,1571,3142,3142,Limpieza,2024-06-04,64,transferencia,Villa Maria,2023-03-05
109,44,Arroz Largo Fino 1kg,5,2979,14895,14895,Limpieza,2024-06-04,64,transferencia,Villa Maria,2023-03-05
110,6,Jugo de Naranja 1L,1,4170,4170,4170,Limpieza,2024-05-19,92,efectivo,Alta Gracia,2023-04-02
110,59,Chicle Menta,3,3612,10836,10836,Alimentos,2024-05-19,92,efectivo,Alta Gracia,2023-04-02
110,6,Jugo de Naranja 1L,5,4170,20850,20850,Limpieza,2024-05-19,92,efectivo,Alta Gracia,2023-04-02
111,97,Limpiavidrios 500ml,4,872,3488,3488,Alimentos,2024-02-12,48,efectivo,Cordoba,2023-02-17
111,93,Cepillo de Dientes,3,2142,6426,6426,Alimentos,2024-02-12,48,efectivo,Cordoba,2023-02-17
111,20,Pan Lactal Blanco,2,1571,3142,3142,Limpieza,2024-02-12,48,efectivo,Cordoba,2023-02-17
111,23,Bizcochos Salados,4,2380,9520,9520,Alimentos,2024-02-12,48,efectivo,Cordoba,2023-02-17
112,55,Shampoo 400ml,1,1407,1407,1407,Alimentos,2024-01-19,28,tarjeta,Cordoba,2023-01-28
112,21,Pan Lactal Integral,4,272,1088,1088,Alimentos,2024-01-19,28,tarjeta,Cordoba,2023-01-28
112,43,Salsa de Tomate 500g,5,887,4435,4435,Alimentos,2024-01-19,28,tarjeta,Cordoba,2023-01-28
112,13,Té Verde 20 saquitos,2,2383,4766,4766,Alimentos,2024-01-19,28,tarjeta,Cordoba,2023-01-28
112,59,Chicle Menta,1,3612,3612,3612,Alimentos,2024-01-19,28,tarjeta,Cordoba,2023-01-28
113,53,Lavandina 1L,2,1664,3328,3328,Alimentos,2024-03-08,98,transferencia,Cordoba,2023-04-08
113,92,Crema Dental 90g,3,2512,7536,7536,Limpieza,2024-03-08,98,transferencia,Cordoba,2023-04-08
114,8,Energética Nitro 500ml,1,4218,4218,4218,Limpieza,2024-05-05,16,qr,Rio Cuarto,2023-01-16
114,84,Queso Azul 150g,1,1645,1645,1645,Limpieza,2024-05-05,16,qr,Rio Cuarto,2023-01-16
114,10,Yerba Mate Intensa 1kg,1,4883,4883,4883,Limpieza,2024-05-05,16,qr,Rio Cuarto,2023-01-16
114,55,Shampoo 400ml,5,1407,7035,7035,Alimentos,2024-05-05,16,qr,Rio Cuarto,2023-01-16
114,92,Crema Dental 90g,4,2512,10048,10048,Limpieza,2024-05-05,16,qr,Rio Cuarto,2023-01-16
115,17,Queso Cremoso 500g,4,4834,19336,19336,Alimentos,2024-02-16,3,transferencia,Rio Cuarto,2023-01-03
115,97,Limpiavidrios 500ml,5,872,4360,4360,Alimentos,2024-02-16,3,transferencia,Rio Cuarto,2023-01-03
115,95,Mascarilla Capilar,4,1581,6324,6324,Alimentos,2024-02-16,3,transferencia,Rio Cuarto,2023-01-03
115,84,Queso Azul 150g,2,1645,3290,3290,Limpieza,2024-02-16,3,transferencia,Rio Cuarto,2023-01-03
116,65,Cerveza Rubia 1L,1,2423,2423,2423,Alimentos,2024-03-18,25,qr,Rio Cuarto,2023-01-25
116,35,Barrita de Cereal 30g,2,4430,8860,8860,Alimentos,2024-03-18,25,qr,Rio Cuarto,2023-01-25
116,42,Vinagre de Alcohol 500ml,4,1195,4780,4780,Limpieza,2024-03-18,25,qr,Rio Cuarto,2023-01-25
116,54,Jabón de Tocador,5,1592,7960,7960,Limpieza,2024-03-18,25,qr,Rio Cuarto,2023-01-25
116,90,Toallas Húmedas x50,4,2902,11608,11608,Limpieza,2024-03-18,25,qr,Rio Cuarto,2023-01-25
117,67,Vino Tinto Malbec 750ml,4,4719,18876,18876,Alimentos,2024-03-14,72,tarjeta,Cordoba,2023-03-13
117,61,Miel Pura 250g,2,4982,9964,9964,Alimentos,2024-03-14,72,tarjeta,Cordoba,2023-03-13
118,68,Vino Blanco 750ml,5,2684,13420,13420,Limpieza,2024-02-09,84,efectivo,Cordoba,2023-03-25
118,68,Vino Blanco 750ml,3,2684,8052,8052,Limpieza,2024-02-09,84,efectivo,Cordoba,2023-03-25
118,70,Fernet 750ml,2,4061,8122,8122,Limpieza,2024-02-09,84,efectivo,Cordoba,2023-03-25
118,93,Cepillo de Dientes,3,2142,6426,6426,Alimentos,2024-02-09,84,efectivo,Cordoba,2023-03-25
118,50,Azúcar 1kg,2,727,1454,1454,Limpieza,2024-02-09,84,efectivo,Cordoba,2023-03-25
119,45,Fideos Spaghetti 500g,5,745,3725,3725,Alimentos,2024-02-07,51,qr,Rio Cuarto,2023-02-20
120,20,Pan Lactal Blanco,5,1571,7855,7855,Limpieza,2024-04-21,72,tarjeta,Cordoba,2023-03-13
